AT,RH,WS,WD,RF,PM10,NO,NOx,SO2,NO2,PM 2.5
25.57,77.41,0.71,216.16,0,361.52,67.42,81.88,3.43,49.1,232.79
25.97,72.62,1.56,258.93,0,247.6,9.65,27.72,4.58,37.33,181.59
24.92,63.69,2.37,305.05,0,334.83,2.67,23.46,8.65,40.4,234.57
24.02,65.59,3.15,324.29,0,241.6,2.41,18.36,11.45,30.81,160.61
23.26,64.15,2.56,170.36,0,231.51,3.33,21.95,3.48,36.18,140.9
23.5,65.71,1.5,42.9,0,260.86,17.7,37.64,5.03,43.43,163.71
22.94,70.36,1.01,47.54,0,312.07,59.11,74.31,5.07,49.14,195.2
22.43,75.44,0.81,43.71,0,431.91,111.7,120.22,4.8,54.79,296.33
22.24,75.96,0.82,47.82,0,471.89,112.62,126.36,7.08,63.27,316.92
22.45,77.26,0.93,15.22,0,670.19,168.6,177.1,9.77,74.44,466.48
22.83,79.06,0.71,6.55,0,611.52,165.09,168.67,6.11,63.43,392.19
23.79,78.42,0.63,9.69,0,558.04,69.24,89.65,7.18,62.51,380.08
21.84,81.7,1.41,11.22,0.03,567.68,51.21,70.75,8.12,54.56,405.49
21.22,73.04,1.12,28.69,0,136.68,20.19,32.77,5.66,30.84,95.72
14.41,77.15,0.87,29.31,0.02,231.51,26.36,49.22,8.27,52.12,147.69
10.75,76.52,1.14,24.14,0,246.14,96.94,99.78,4.61,36.73,136.52
11.05,74.69,1.01,38.03,0,291.14,66.55,76.07,6.55,41.05,162.55
11.29,77.6,0.72,39.86,0,340.64,54.57,67.03,5.16,42.29,201.91
11.84,73.94,0.87,42.82,0,411.69,108.1,114.53,6.96,49.73,243.77
12.13,78.16,0.7,36.23,0,473.86,147.43,147.39,9.79,50.95,311.92
12.69,76.4,0.62,20.78,0,469.61,146.1,151.5,9.07,61.04,293.83
12.84,70.41,0.99,7.87,0,426.45,126.8,136.15,13.19,61.65,264.72
12.97,84.22,1.14,19.42,0.17,391.05,46.31,68.91,10.9,58.57,307.35
12.36,77.42,1.67,29.15,0,187.42,13.26,34.72,12.04,44.93,134.88
11.95,78.34,2.54,71.89,0,134.89,8.45,26.98,9.52,37.78,80.12
10.4,86.46,2.33,15.29,0.72,81.81,3.82,22.01,11.24,35.5,66.98
9.96,88.41,1.8,20.71,0.18,49.2,2.81,14.84,6.83,23.58,37.41
11.71,82.7,1.67,15.22,0,125.88,13.66,30,14.16,35.5,71.35
11.19,81.88,2.11,15.51,0,129.69,17.75,32.1,8.87,33.15,69.42
11.75,80.74,1.35,19.83,0,182.09,16.56,34.79,10.3,40.06,95.14
13.07,88.07,0.76,18.61,0,294.73,41.79,59.77,8.76,47.66,171.33
12.08,90.89,1.37,19.06,0,230.9,25.4,42.29,11.83,40.53,130.75
13.68,86.15,1.93,18.8,0,174.95,4.12,17.45,7.83,26.49,94.2
14.1,81.14,2.02,7.19,0,226.52,4.75,20.05,8.12,30.41,133.61
13.73,80.26,1.52,6.97,0,349.74,18.65,41.23,10.68,48.27,192.48
12.57,81.85,1.93,12.19,0,295.91,8.01,25.09,9.1,34.9,163.1
11.79,82.43,1.8,20.98,0,334.5,19.32,34.11,10.21,34.58,176.3
11.26,83.73,1.44,11.26,0,448.01,38.4,57.9,18.76,50.02,253.73
11.06,82.66,1.15,27.36,0,351.26,28.79,54.78,19.93,58.76,193.04
10.28,83.08,2.06,73.18,0.32,218.36,5.09,28.32,19.29,45.46,145.45
9.8,85.61,1.26,55.03,0.11,130.83,17.82,30.09,10.96,29.3,86.34
10.12,87.9,0.73,32.3,0,158.97,66.01,69.82,9.07,30.17,91.17
10.15,88.95,0.91,27.62,0,196.42,52,61.17,8.44,35.25,83.15
10.56,85.66,1.42,27.41,0,234.59,53.22,60.75,9.25,32.65,117.29
10.42,78.86,1.8,31.71,0,196.1,22.87,43.92,10.9,47.41,99.28
10.83,65.38,1.99,32.39,0,190.95,20.71,43.7,13.03,50.19,79.58
11.62,72.05,1.05,47.06,0,266.85,58.52,75.99,10.53,53.38,109.28
11.99,67.44,1.68,53.19,0,220.33,6.17,31.4,16.7,49.58,113.48
11.95,82.57,1.83,38.66,0,430.35,97.51,112.48,16.18,62.11,223.29
11.38,84.51,1.51,48.58,0,272.26,38.6,53.44,11.82,40.36,167.95
10.16,72.74,1.97,26.57,0,289.39,3.37,27.83,16.55,47.16,156.1
9.69,79.97,3.46,13.92,0.05,208.36,4.64,25.06,14.22,40.02,132.66
10.5,82.46,2.36,9.07,0,90.3,16.03,26.83,8.52,25.88,51.14
11.28,82.62,1.3,5.66,0,133.22,21.05,36.79,9.11,36.91,75.16
11.85,65.72,1.02,18.16,0,295.62,61.36,88.73,12.31,72.78,124.97
11.88,70.85,1.05,8.48,0,357.91,98.61,118.79,13.36,72.17,157.82
12.96,77.25,0.73,8.49,0,311.92,68.62,87.13,12.88,58.62,137.93
11.4,74.91,2.21,28.88,0.16,165.98,10.66,28.86,13.79,37.99,91.61
11.47,73.63,1.54,17.13,0,205.84,65.41,75.67,10.08,41.27,74.2
13.3,62.31,2.15,41.54,0,180.35,8.72,32.03,13.82,46.85,65.56
11.63,65.1,1.5,34.69,0,221.6,43,63.72,13.14,53.87,80.01
11.58,72.48,0.86,12.32,0,324.81,141.76,152.36,12.04,68.97,126.46
11.09,69.84,1.37,9.83,0,294.88,120.32,126.87,9.45,54.39,114.2
13.79,69.39,1.08,7.04,0,236.32,103.24,112.87,9.15,53.98,86.19
14.02,74.08,1.37,21.66,0,269.47,85.39,100.11,12.36,57.4,119.51
14.1,70.67,1.05,16.52,0,205.58,26.89,52.13,16.34,56.21,91.4
13.79,67.08,1.59,14.39,0,238.3,95.37,104.51,11.91,52.09,99.85
13.11,52.95,2.71,25.63,0,140.36,1.84,18.16,13.62,31.31,51.46
13.29,56.33,2.65,39.11,0,165.13,3.66,25.9,11.77,43.11,63.07
13.11,59.54,1.53,36.04,0,219.66,43.2,63.03,12.31,52.29,66.77
13.2,54.98,3.56,29.7,0,340.23,37.24,56.24,24.29,48.64,105.47
13.78,67.46,2.87,29.27,0,216.65,19.87,37.5,14.29,40.01,99.59
13.98,72.05,1.36,36.44,0,271.99,16.1,37.9,10.58,46.54,123.67
13.69,63.54,2.23,22.93,0.02,295.42,11.66,35.91,14.31,49.76,103.88
14.26,62.99,4.1,30.09,0.04,71.84,2.29,14.14,8.89,23.2,22.06
14.92,66.06,3.17,7.38,0,76.55,5.43,17.73,8.91,24.95,26.58
16.46,61.46,2.39,13.73,0,105.81,5.86,22.85,11.32,33.99,32.4
15.79,67.57,1.6,9.84,0,177.18,26.99,45.01,11.58,43.3,64.26
14.44,77.16,0.92,7.34,0,256.62,64.44,81.56,12.3,54.62,99.77
15.77,62.59,1.78,10.37,0,183.35,7.86,27.15,16.41,39.04,67.38
15.42,68.86,2.44,15.21,0,152.79,6.61,18.29,11.4,24.37,62.68
15.1,64.8,1.99,46.07,0,114.8,2.67,17.09,11.58,28.03,40.94
16.13,65.3,1.12,23.86,0,174.93,10.31,31.46,15.69,43.53,67.53
14.82,67.48,1.41,16.92,0,281.47,44.68,63.6,14.85,51.1,120.07
14.51,65.95,1.17,77.71,0,242.31,40.54,57.09,15.07,44.45,93.85
14.33,58.43,2.24,123.2,0,183.28,16.5,34.86,17.4,40.47,54.76
14.36,58.15,1.88,76.29,0,156.64,3.08,20.65,15.68,34.3,49.68
13.68,63.55,1.73,72.24,0,181.18,11.44,30.81,17.72,40.39,61.47
19.46,60.88,1.48,111.94,0,179.25,12.09,32.56,16.9,43.14,60.26
20.76,62.5,1.47,98.78,0,229.49,28.64,49.32,20.04,48.87,76.05
20.69,68.74,1.34,147.87,0,262.66,46.4,61.58,15.74,44.7,99.46
21.13,69.18,1.3,138.85,0,261.29,39.94,54.39,17.13,41.07,104.45
21.25,62.58,2.14,84.34,0,230.57,4.25,25.63,17.46,41.65,76.33
22.01,67.75,0.91,110.86,0,262.38,17.41,37.85,22.39,44.4,103.17
22.75,53.94,2.31,313.9,0,246.06,4.22,25.05,15.84,40.64,102.37
22.88,61.4,1.56,268.21,0,245.5,14.69,39.52,17.69,51.71,99.79
22.47,59.65,1.16,190.2,0,262.43,32.63,56.13,20.04,55.4,91.36
22.87,62.24,2.04,127.39,0,274.38,10.16,30.72,17.14,42.22,117.01
23.69,57.36,2.02,112.71,0,198.88,3.37,18.06,17.38,28.79,64.65
24.02,59,1.2,144.33,0,297.27,68.3,84.62,16.61,54.3,96.16
25.03,57.22,1.45,177.11,0,327.75,58.57,74.74,13.41,50.78,107.89
25.94,55.46,2.03,116.95,0,239.51,11.19,30.49,14.81,40.41,78.42
24.93,48,2.39,95.06,0,241.26,4.42,25.06,21.94,40.68,69.45
28.43,47.96,1.81,154.83,0,259.22,44.75,61.44,19.16,46.95,75.58
26.65,53.27,1.52,226.52,0,330.81,146.89,154.66,12.79,65.61,91.2
26.52,51.99,1.2,73.54,0,364.28,103.3,112.77,20.69,53.72,115.98
26.05,52.61,0.79,108.66,0,371.61,120.32,130.13,24.46,59.81,111.55
25.29,52.02,1.49,239.92,0,391.94,6.82,34.28,24.04,54,135.69
24.76,40.23,1.86,129.39,0,218.97,13.06,27.47,20.56,31.64,62.3
25.12,37.4,1.07,168.15,0,337.28,71.62,89.77,25.36,59.1,105.21
25.62,35.07,1.65,184.55,0,310.74,,,29.18,,95.44
25.94,36.28,1.53,67.73,0,336.45,9.87,34.29,25.78,49.35,107.85
25.91,36.69,1.27,93.81,0,279.85,64.43,84.08,19.57,59.32,86.7
25.89,39.2,1.3,117.46,0,311.74,86.92,104.17,20.61,62.61,95.97
26.3,38.66,1.12,139.64,0,365.9,126.37,143.01,23.42,75.2,114.19
26.51,37.3,1.02,181.48,0,333.97,92.32,109.42,24.11,64.31,103.69
27.03,38.13,1.02,89,0,338.26,122.03,133.03,19.58,62.93,99.9
26.61,37.67,1.05,95.46,0,331.48,75.07,86.52,22.19,47.67,96.02
27.21,37.99,0.87,83.52,0,342.73,94.14,111.07,23.5,64.63,106.07
27.7,38.92,0.95,96.72,0,331.74,104.73,117.52,17.12,60.42,85.89
26.91,40.63,1.11,113.78,0,385.38,75.89,99.74,15.93,71.09,111.53
26.85,31.57,1.82,116.23,0,380.78,9.4,24.21,19.33,31.14,68.52
26.75,35.03,2.27,195.14,0,302.97,8.32,25.47,24.69,35.12,79.25
27.37,37.17,1.44,193.71,0,353.82,11.46,31.42,29.11,41.46,113.03
27.94,39.41,1.32,184.89,0,337.26,18.26,41.01,27.63,49.06,113.87
28.45,42.71,0.72,207.28,0,382.04,77.02,97.97,20.56,66.07,102.22
28.51,38.13,1.51,153.17,0,480.12,98.13,110.92,24.36,58.21,135.14
28.68,32.53,1.78,166.24,0,337.01,23.32,41.37,22.72,42.01,79.73
28.08,36.99,2.68,157.15,0,447.7,55.09,63.73,20.57,35.35,102.01
28.34,40.6,1.53,188.07,0,262.4,17.12,33.48,16.23,36.72,55.82
29.6,39.56,1.24,172.71,0,324.14,52.34,69.65,21.03,50.75,96.08
28.81,32.95,1.93,157.89,0,338.91,15.17,31.91,23.2,36.43,91.59
28.82,32.24,2.25,163.04,0,297.76,6.4,20.01,20.17,27.79,79.31
28.47,34.49,2.41,175.82,0,257.62,21.8,40.27,18.42,42.52,65.18
28.61,39.05,1.38,166.29,0,520.18,125.92,135.1,28.8,61.02,183.1
29.44,39.35,1,120.41,0,480.83,135.66,150.36,25.56,74.83,186.03
29.98,34.29,1.61,165.2,0,470.17,82.48,102.81,27.97,66.95,180.57
27.73,33.37,1.32,135.85,0,386.73,80.93,104.26,25.8,71.9,147.17
26.19,40.9,3.05,203.61,0,399.2,21.61,31.53,23.66,26.25,114.71
30.38,41.19,2.91,150.6,0,303.55,5.9,17.33,18.51,23.54,85.58
34.9,43.04,2.48,161.12,0,377.42,5.75,15.66,20.23,20.65,113.13
35.76,47.9,3.35,155.95,0.11,269.71,6.44,19.36,18.26,26.62,92.06
35.06,50.77,1.61,185.16,0.01,179.04,11.9,30.66,18.11,39.34,76.55
34.58,45.31,1.2,121.63,0,330.5,32.95,62.11,22.62,66.73,138.11
35.33,43.33,1.55,187.34,0,288.83,47.28,64.79,23.33,50.83,107.44
36.33,41.33,2.77,174.88,0,250.73,6.83,24.56,21.93,35.93,89.72
36.56,42.27,2.72,148.55,0,190.24,5.97,17.34,16.16,23.44,68.69
36.01,42.35,2.14,211.31,0,185.43,6.28,17.98,19.65,24.12,68.58
36.69,40.74,2.4,131.21,0,180.1,6.17,17.18,16.78,22.84,65.32
36.49,40.67,2.94,124.12,0,204.25,6.4,18.36,18.28,24.7,72.62
34.52,45.1,2.53,176.57,0,247.17,16.35,30.79,20.35,32.77,93.27
33.07,40.89,1.23,175.09,0,359.91,111.33,131,21.91,75.62,129.82
34.74,35.2,1.51,124.13,0,408.48,81.83,104.8,23.47,71.56,148.58
34.99,32.82,2.34,168.02,0,463.64,12.07,26.04,16.02,30.48,134.06
35.88,35.9,2.53,205.58,0,262.98,6.69,20.6,31.65,28.52,71.22
36.56,37.25,3.29,207.06,0,303.27,7.8,23.23,25.84,31.7,90.18
36.5,39.29,1.77,137.43,0,313.74,13.85,36.51,28.83,47.39,94.41
37.28,36.27,2.3,153.16,0,416.23,12.55,36.53,24.44,49.47,104.68
38.17,31.78,4.36,147.35,0,386.01,6.45,16.91,11.16,21.88,77.73
36.87,38.08,2.31,197.57,0,217.85,13.31,24.74,18.16,26.1,69.95
37.6,54.87,6.18,190.91,0.6,113.03,6.31,14.57,13.08,19.03,31.56
38.84,57.48,2.41,196.36,0.22,91.66,8.81,19.73,12.47,23.58,42.45
38.74,55.82,1.36,210.21,0,172.2,11.48,23.85,12.88,27.19,84.81
38.07,51.6,1.75,211.45,0,215.06,10.71,27.06,19.06,34.33,115
38.05,45.81,2.09,177.76,0,252.18,16.74,39.6,20.2,48.86,96.12
38.44,44.26,1.96,124.06,0,328.7,11.11,28.41,15.38,36.39,76.49
39.74,46.46,2.75,181.92,0.15,268.37,10.61,24.49,14.66,29.75,74.81
38.81,49.95,2.37,139.96,0.15,230.38,28.57,45.16,15.95,41.45,74.35
36.67,50.94,0.44,185.76,0,344.48,53.74,71.79,18.56,51.04,104.86
31.46,42.83,1.12,179.47,0,369.2,72.07,85.61,16.35,50.52,110.78
30.49,39.47,0.74,191.55,0,277.51,32.2,55.53,16.19,54.98,72.71
27.17,40.71,1.06,189.49,0,337.6,92.62,105.77,19.83,56.91,90.97
29.35,38.81,1.02,161.76,0,308.7,94.2,107.79,18.05,56.13,81.03
32.12,31.67,0.87,106.66,0,292.17,44.51,61.18,13.67,46.85,61.04
33.61,30.32,0.66,180.99,0,258.38,54.43,73.67,14.14,55.02,49.89
32.6,30.84,1.34,114.67,0,417.39,37.64,55.76,14.65,47.11,78.74
31.52,28.89,1.47,114.95,0,427.53,21.91,38.7,16.91,39.51,75.45
31.64,31.67,0.8,113.5,0,296,22.06,40.27,11.62,41.85,51.4
33.26,33.81,1.27,168.72,0,383.56,23.77,41.45,10.89,41.52,79.89
33.58,30.48,1.33,132,0,347.02,10.75,27.9,15.31,35.64,75.8
33.08,32.9,1.17,139.47,0,325.61,20.65,33.02,14.41,30.35,72.1
33.67,32.97,1.82,109.21,0,246.39,5.95,19.42,11.02,27.38,43.71
34.86,38.45,1.75,119.89,0,281.09,4.46,14.03,13.65,19.57,52.72
34.77,38.48,1.69,111.14,0,132.57,4.51,13.42,9.1,18.31,26.18
35.33,46.47,3.05,140.49,0.15,117.54,11.4,23.18,9.33,26.12,28.55
35.47,60.83,2.47,142.11,0.11,87.29,13.55,26.27,8.5,28.62,29.47
35.71,69.28,1.37,171.15,0.19,84.16,7.23,16.81,7.98,20.54,41.89
35.12,67.53,0.34,151.58,0,115.2,6.78,17.72,10.43,22.93,48.39
35.54,63.49,0.35,116.23,0,157.29,8.83,24.55,12.36,32.62,61.07
35.1,62.06,0.4,117.7,0.31,160.17,17.99,39.98,11.54,47.58,57.12
36.06,61.23,1.47,192.29,0,154.16,6.11,17.88,11.2,24.23,56.78
34.09,53.21,1.06,172.3,0,164.92,4.98,15.44,9.71,20.93,47.87
35.06,48.83,0.65,174.67,0,206.65,8.31,22.49,13.54,29.56,56.67
32.35,50.11,0.58,156.72,0,282.96,74.35,87.44,18.36,50.42,78.75
29.24,53.58,0.84,185.65,0,176.48,4.88,14.37,,19.62,69.26
28.99,53.91,0.79,232.82,0.15,153.38,4.78,13.59,16.23,18.22,56.85
29.07,55.72,0.69,168.34,0,185.2,5.31,17.67,17.41,25.07,83.25
29.9,58.94,1.24,174.92,0,178.7,6.58,21.27,18.12,29.66,87.75
30.2,77.99,0.7,202.91,0.13,96.27,4.88,18.06,16.28,26.47,65.93
30.56,78.32,0.37,185.65,0.01,94.28,8.29,23.44,14.46,31.35,59.46
31.39,72.15,0.64,154.03,0,132.7,15.31,27.81,16.86,28.87,66.55
31.35,74.84,0.58,121.98,0.45,79.92,14.25,24.63,11.72,24.45,44.51
31.94,69.71,0.31,163.9,0,166.31,17.36,33.54,12.69,36.42,89.59
33.86,65.17,0.31,245.01,0,179.94,9.48,25.02,16.98,32.51,94.02
34.36,63.55,0.91,264.56,0,131.17,3.4,12.57,15.02,18.41,69.09
34.66,60.1,0.8,235.73,0,118.99,3.65,13.67,13.05,20.1,55.19
33.5,55.11,0.59,219.35,0,122.42,3.48,14.97,15.72,22.56,47
29.06,66.35,0.94,262.7,0,125.62,4.24,16.71,18.15,24.91,52.46
29.25,70.56,0.66,195.96,0,85.64,3.64,11.09,12.41,15.22,40.35
30.89,70.07,0.51,202.03,0,111.56,7.4,19.77,13.59,25.59,51.09
30.39,76.1,0.78,224.67,0.71,82.08,10,21.24,9.75,24.59,45.42
32.26,69.39,0.68,219.84,0,78.18,4.62,13.79,12.91,18.84,37.21
33.16,65.68,1.22,225.01,0,94.25,3.98,13.51,14.67,19.18,36
33.29,58.69,1.24,214.01,0,90.35,3.11,9.98,11.56,14.01,25.89
33.68,78.07,0.57,194.7,1.2,50.22,6.44,19.95,11.27,27.84,25.71
34.26,75.99,0.32,193.97,0.19,55.85,3.68,11.59,10.65,16.1,31.08
31.32,67.05,0.28,232.96,0,105.22,3.72,12.32,12.98,17.36,51.24
30.68,63.78,0.29,135.96,0,116.75,4.78,19.96,12.37,30.22,43.85
31.47,77.64,0.64,100.53,0.37,91.14,13.31,28.43,10.07,33.02,43.13
30.06,75.64,0.29,199.69,0,89.68,5.16,16.41,11,22.95,54.71
31.37,77.12,0.36,204.16,0.07,108.62,6.22,20.88,19.9,29.7,67.95
31.79,73.13,0.59,285.07,0,81.39,4.03,14.04,15.64,20.21,45.9
33.65,69.47,0.62,261.2,0,71.81,4.32,14.04,13.1,19.77,31.35
29.3,67.01,0.75,264.8,0,69.14,3.52,10.99,14.74,15.26,28.18
30.35,67.85,0.71,258.32,0,69.46,3.71,11.9,15.52,16.67,31.71
32.68,69.12,0.51,207.43,0,79.88,3.87,14.39,14.73,21.12,35.1
33.05,72.65,0.51,107.1,0,58.85,7.67,20.32,9.92,26.44,25.09
30.12,80.23,0.4,79.44,0.5,58.07,15.78,27.57,8.19,27.94,19.63
29.89,79.78,0.37,89.89,0.32,67.03,20.93,31.49,7.99,27.17,22.18
30.11,79.36,0.51,122.88,0.26,54.67,7.78,17.21,8,20.44,21.6
30.61,71.81,0.34,139.65,0,84.12,10.09,20.07,9.8,22.25,30.22
31.35,71.48,0.42,149.21,0,97,14.81,23.7,7.6,21.94,33.26
31.33,76.14,0.54,141.98,0.03,154.81,37.86,47.72,6.66,31.69,53.12
30.99,68.31,0.53,270.89,0.03,107.48,2.98,15.12,13.75,23.85,53.67
30.94,78.63,0.4,219.56,0.44,76.22,3.54,18,10.01,28.49,52.63
30.16,75.03,0.34,210.31,0.01,104.31,6.35,21.61,9.16,31.04,62.58
29.18,82.69,0.5,209.51,0.04,116.31,14.68,29.67,9.04,32.42,58.92
29.37,72.59,0.31,210.69,0,106.86,8.26,20.23,9.2,25.48,51.51
29.41,66.51,0.43,236.34,0,109.08,3.74,15.06,11.87,22.55,53.01
30.66,64.59,0.47,258.71,0,99.57,4.44,16.37,11.32,24.08,36.74
31.2,68.48,1.09,250.58,0,59.87,2.21,10.7,11.58,16.75,14.9
30.42,62.64,0.7,270.2,0,71.67,2.98,12.73,10.9,19.4,20.41
31.58,66.2,0.67,231.39,0,81.95,6.62,18.18,10.7,24.02,31.56
29.9,75.62,0.54,140.7,0.01,88.97,11.12,23.82,6.55,27.94,32.48
30.68,71.73,1.28,234.4,0.02,43.02,2.12,7.97,6.93,11.73,15.86
28.84,67.57,1.73,276.07,0,58.85,2.45,10.93,7.11,16.78,15.27
30.96,66.78,1.57,110.18,0,52.18,5.53,16.47,6.5,22.49,14.13
32.53,66.09,0.44,76.03,0,73.57,11.38,23.5,5.76,26.97,20.12
32.49,65.37,0.77,142.33,0,58.25,4.68,12.14,6.3,15.82,14.41
30.14,69.91,0.43,157.97,0,91.58,5.68,16.13,5.24,21.62,28.71
31.95,69.22,0.97,181.66,0,110.95,2.68,10.98,7.48,16.57,47.18
31.57,65.53,0.8,231.43,0,111.24,2.64,10.55,7.78,15.77,41.22
30.19,63.96,1.86,229.31,0,89.02,4.87,11.62,8.95,14.36,31.07
30.28,67.47,1.12,147.6,0,72.14,7.27,17.17,7.73,21.13,20.83
30.4,67.58,0.36,123.46,0,109.6,12.48,22.66,6.69,23.53,33.14
30.57,67.27,0.74,143.75,0,88.91,5.47,12.52,7.56,15.16,26.4
31.17,65.39,1.05,147.48,0,91.8,4.89,11.4,8.2,13.93,24.52
31.23,63.14,0.88,150.52,0,140.97,11.25,16.69,7.1,14.11,31.52
30.47,62.62,0.71,119.76,0,147.43,10.77,20.12,8.36,21.31,37.65
31.21,66.44,0.46,108.48,0,160.05,19.66,37.27,11.79,39.83,49.43
31.92,63.77,0.54,134.16,0,144.84,12.97,23,8.33,23.4,38.04
31.45,63.71,0.57,155.63,0,142.02,9.76,21.61,8.64,25.59,42.96
30.43,67.32,0.37,149.66,0,184.35,32.28,50.33,8.57,44.75,47
30.79,61.39,0.86,137.03,0,128.27,17.33,25.04,7.38,20.39,28.94
31.15,57.44,0.48,141.68,0,100.34,7.29,14.31,6.62,15.75,21.12
